Short Title,Title,issn,eISSN,Funding (TL),Year,Impact Factor,SCI,SSCI,AHCI,Source
JBI EVID IMPLEMENT,JBI Evidence Implementation,2691-3321,2691-3321,16349,2025,0.662,TRUE,FALSE,FALSE,
BASIC CLIN ANDROL,Basic and Clinical Andrology,,2051-4190,16349,2025,0.662,TRUE,FALSE,FALSE,
KRITIKA,KRITIKA-EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY,1531-023X,1538-5000,16325,2025,0.661,FALSE,FALSE,TRUE,
CLIN PSYCHOPHARM NEU,Clinical Psychopharmacology and Neuroscience,1738-1088,2093-4327,16325,2025,0.661,TRUE,FALSE,FALSE,
INFORM HEALTH SOC CA,Informatics for Health & Social Care,1753-8157,1753-8165,16325,2025,0.661,TRUE,FALSE,FALSE,
WORLD J EMERG MED,World Journal Of Emergency Medicine,1920-8642,1920-8642,16325,2025,0.661,TRUE,FALSE,FALSE,
J AEROSOL MED PULM D,Journal of Aerosol Medicine and Pulmonary Drug Delivery,1941-2711,1941-2703,16325,2025,0.661,TRUE,FALSE,FALSE,
GEOTECH LETT,Geotechnique Letters,2049-825X,2045-2543,16325,2025,0.661,TRUE,FALSE,FALSE,
AM J ECON SOCIOL,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,0002-9246,1536-7150,16325,2025,0.661,FALSE,TRUE,FALSE,
J CONTAM HYDROL,JOURNAL OF CONTAMINANT HYDROLOGY,0169-7722,1873-6009,16325,2025,0.661,TRUE,FALSE,FALSE,
BLOOD PURIFICAT,BLOOD PURIFICATION,0253-5068,1421-9735,16325,2025,0.661,TRUE,FALSE,FALSE,
MARK INTELL PLAN,Marketing Intelligence & Planning,0263-4503,1758-8049,16325,2025,0.661,FALSE,TRUE,FALSE,
BYZANTINE MOD GREEK,BYZANTINE AND MODERN GREEK STUDIES,0307-0131,1749-625X,16325,2025,0.661,FALSE,FALSE,TRUE,
J PSYCHOPATHOL BEHAV,JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,0882-2689,1573-3505,16325,2025,0.661,FALSE,TRUE,FALSE,
LINGUIST EDUC,Linguistics and Education,0898-5898,1873-1864,16325,2025,0.661,FALSE,TRUE,TRUE,
QUATERN INT,QUATERNARY INTERNATIONAL,1040-6182,1873-4553,16325,2025,0.661,TRUE,FALSE,FALSE,
J BEHAV EDUC,Journal of Behavioral Education,1053-0819,1573-3513,16325,2025,0.661,FALSE,TRUE,FALSE,
AM J MED SCI,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,0002-9629,1538-2990,16300,2025,0.66,TRUE,FALSE,FALSE,
J COMMUN DISORD,JOURNAL OF COMMUNICATION DISORDERS,0021-9924,1873-7994,16300,2025,0.66,TRUE,TRUE,FALSE,
WORLD POULTRY SCI J,WORLDS POULTRY SCIENCE JOURNAL,0043-9339,1743-4777,16300,2025,0.66,TRUE,FALSE,FALSE,
BIOORG CHEM,BIOORGANIC CHEMISTRY,0045-2068,1090-2120,16300,2025,0.66,TRUE,FALSE,FALSE,
ISSUES MENT HEALTH N,Issues in Mental Health Nursing,0161-2840,1096-4673,16300,2025,0.66,TRUE,TRUE,FALSE,
HIST PHIL LIFE SCI,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0391-9714,1742-6316,16300,2025,0.66,TRUE,TRUE,TRUE,
J BONE MINER METAB,JOURNAL OF BONE AND MINERAL METABOLISM,0914-8779,1435-5604,16300,2025,0.66,TRUE,FALSE,FALSE,
EUR J PHARM SCI,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,0928-0987,1879-0720,16300,2025,0.66,TRUE,FALSE,FALSE,
SURG ONCOL,SURGICAL ONCOLOGY-OXFORD,0960-7404,1879-3320,16300,2025,0.66,TRUE,FALSE,FALSE,
BMC ANESTHESIOL,BMC Anesthesiology,1471-2253,1471-2253,16300,2025,0.66,TRUE,FALSE,FALSE,
CONSERV GENET,CONSERVATION GENETICS,1566-0621,1572-9737,16300,2025,0.66,TRUE,FALSE,FALSE,
MEM STUD,Memory Studies,1750-6980,1750-6999,16300,2025,0.66,FALSE,TRUE,TRUE,
FLY,FLY,1933-6934,1933-6942,16300,2025,0.66,TRUE,FALSE,FALSE,
REGEN THER,Regenerative Therapy,2352-3204,2352-3204,16300,2025,0.66,TRUE,FALSE,FALSE,
EARLY SCI MED,Early Science and Medicine,1383-7427,1573-3823,16275,2025,0.659,TRUE,FALSE,TRUE,
J PROTEOMICS,Journal of Proteomics,1874-3919,1876-7737,16275,2025,0.659,TRUE,FALSE,FALSE,
HIV RES CLIN PRACT,HIV Research & Clinical Practice,2578-7489,2578-7470,16275,2025,0.659,TRUE,FALSE,FALSE,
LIBRARY,LIBRARY,0024-2160,1744-8581,16275,2025,0.659,FALSE,FALSE,TRUE,
PHILOS MATH,Philosophia Mathematica,0031-8019,1744-6406,16275,2025,0.659,TRUE,FALSE,TRUE,
J COMMUNITY PSYCHOL,JOURNAL OF COMMUNITY PSYCHOLOGY,0090-4392,1520-6629,16275,2025,0.659,FALSE,TRUE,FALSE,
PRECIS ENG,PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,0141-6359,1873-2372,16275,2025,0.659,TRUE,FALSE,FALSE,
APPL NURS RES,APPLIED NURSING RESEARCH,0897-1897,1532-8201,16275,2025,0.659,TRUE,TRUE,FALSE,
J COMPUT NEUROSCI,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0929-5313,1573-6873,16275,2025,0.659,TRUE,FALSE,FALSE,
INTEGR COMPUT-AID E,INTEGRATED COMPUTER-AIDED ENGINEERING,1069-2509,1875-8835,16275,2025,0.659,TRUE,FALSE,FALSE,
PSYCHOL SCHOOLS,PSYCHOLOGY IN THE SCHOOLS,0033-3085,1520-6807,16251,2025,0.658,FALSE,TRUE,FALSE,
J CONSTR STEEL RES,Journal of Constructional Steel Research,0143-974X,1873-5983,16251,2025,0.658,TRUE,FALSE,FALSE,
J APPL PHILOS,Journal of Applied Philosophy,0264-3758,1468-5930,16251,2025,0.658,FALSE,TRUE,TRUE,
POETICS TODAY,POETICS TODAY,0333-5372,N/A,16251,2025,0.658,FALSE,FALSE,TRUE,
NORD J PSYCHIAT,NORDIC JOURNAL OF PSYCHIATRY,0803-9488,1502-4725,16251,2025,0.658,TRUE,TRUE,FALSE,
REND LINCEI-MAT APPL,Rendiconti Lincei-Matematica e Applicazioni,1120-6330,1720-0768,16251,2025,0.658,TRUE,FALSE,FALSE,
BIOCHEM MEDICA,Biochemia Medica,1330-0962,1846-7482,16251,2025,0.658,TRUE,FALSE,FALSE,
INT J HUM RIGHTS,International Journal of Human Rights,1364-2987,1744-053X,16251,2025,0.658,FALSE,TRUE,FALSE,
J INFORM DISPLAY,Journal of Information Display,1598-0316,2158-1606,16251,2025,0.658,TRUE,FALSE,FALSE,
REPROD SCI,Reproductive Sciences,1933-7191,1933-7205,16251,2025,0.658,TRUE,FALSE,FALSE,
J THORAC DIS,Journal of Thoracic Disease,2072-1439,2077-6624,16251,2025,0.658,TRUE,FALSE,FALSE,
ENG FAIL ANAL,Engineering Failure Analysis,1350-6307,1873-1961,16226,2025,0.657,TRUE,FALSE,FALSE,
CR MATH,COMPTES RENDUS MATHEMATIQUE,1631-073X,1778-3569,16226,2025,0.657,TRUE,FALSE,FALSE,
FOOD BIOPROCESS TECH,Food and Bioprocess Technology,1935-5130,1935-5149,16226,2025,0.657,TRUE,FALSE,FALSE,
APPL PLANT SCI,Applications in Plant Sciences,2168-0450,2168-0450,16226,2025,0.657,TRUE,FALSE,FALSE,
ENERGY SCI ENG,Energy Science & Engineering,,2050-0505,16226,2025,0.657,TRUE,FALSE,FALSE,
POLYMERS-BASEL,Polymers,,2073-4360,16226,2025,0.657,TRUE,FALSE,FALSE,
CAN J MATH,CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,0008-414X,1496-4279,16226,2025,0.657,TRUE,FALSE,FALSE,
J ETHNOPHARMACOL,JOURNAL OF ETHNOPHARMACOLOGY,0378-8741,1872-7573,16226,2025,0.657,TRUE,FALSE,FALSE,
EUR J MED RES,EUROPEAN JOURNAL OF MEDICAL RESEARCH,0949-2321,2047-783X,16226,2025,0.657,TRUE,FALSE,FALSE,
FETAL DIAGN THER,FETAL DIAGNOSIS AND THERAPY,1015-3837,1421-9964,16226,2025,0.657,TRUE,FALSE,FALSE,
J INVEST MED,JOURNAL OF INVESTIGATIVE MEDICINE,1081-5589,1708-8267,16226,2025,0.657,TRUE,FALSE,FALSE,
ONCOL REP,ONCOLOGY REPORTS,1021-335X,1791-2431,16201,2025,0.656,TRUE,FALSE,FALSE,
INT J PAVEMENT ENG,International Journal of Pavement Engineering,1029-8436,1477-268X,16201,2025,0.656,TRUE,FALSE,FALSE,
AM J HOSP PALLIAT ME,American Journal of Hospice & Palliative Medicine,1049-9091,1938-2715,16201,2025,0.656,TRUE,FALSE,FALSE,
PHYS-USP+,PHYSICS-USPEKHI,1063-7869,1468-4780,16201,2025,0.656,TRUE,FALSE,FALSE,
TRANSFORM GROUPS,TRANSFORMATION GROUPS,1083-4362,1531-586X,16201,2025,0.656,TRUE,FALSE,FALSE,
CLIN DRUG INVEST,CLINICAL DRUG INVESTIGATION,1173-2563,1179-1918,16201,2025,0.656,TRUE,FALSE,FALSE,
J BIOETHIC INQ,Journal of Bioethical Inquiry,1176-7529,1872-4353,16201,2025,0.656,TRUE,TRUE,FALSE,
J THEOR NOMBR BORDX,Journal de Theorie des Nombres de Bordeaux,1246-7405,2118-8572,16201,2025,0.656,TRUE,FALSE,FALSE,
J BIOMED MATER RES A,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,1549-3296,1552-4965,16201,2025,0.656,TRUE,FALSE,FALSE,
ORTHOD CRANIOFAC RES,Orthodontics & Craniofacial Research,1601-6335,1601-6343,16201,2025,0.656,TRUE,FALSE,FALSE,
FOOD BIOSCI,Food Bioscience,2212-4292,2212-4306,16201,2025,0.656,TRUE,FALSE,FALSE,
ELECTRON COMMER RES,Electronic Commerce Research,1389-5753,1572-9362,16177,2025,0.655,FALSE,TRUE,FALSE,
SEX EDUC-SEX SOC LEA,Sex Education-Sexuality Society and Learning,1468-1811,1472-0825,16177,2025,0.655,FALSE,TRUE,FALSE,
J GER LINGUIST,Journal of Germanic Linguistics,1470-5427,1475-3014,16177,2025,0.655,FALSE,TRUE,TRUE,
CLEAN TECHNOL ENVIR,Clean Technologies and Environmental Policy,1618-954X,1618-9558,16177,2025,0.655,TRUE,FALSE,FALSE,
THORAC CANCER,Thoracic Cancer,1759-7706,1759-7714,16177,2025,0.655,TRUE,FALSE,FALSE,
J OPT COMMUN NETW,Journal of Optical Communications and Networking,1943-0620,1943-0639,16177,2025,0.655,TRUE,FALSE,FALSE,
CLIN EXP OTORHINOLAR,Clinical and Experimental Otorhinolaryngology,1976-8710,2005-0720,16177,2025,0.655,TRUE,FALSE,FALSE,
RANDOM MATRICES-THEO,Random Matrices-Theory and Applications,2010-3263,2010-3271,16177,2025,0.655,TRUE,FALSE,FALSE,
J BIOMED SEMANT,Journal of Biomedical Semantics,2041-1480,2041-1480,16177,2025,0.655,TRUE,FALSE,FALSE,
LIFE-BASEL,Life-Basel,,2075-1729,16177,2025,0.655,TRUE,FALSE,FALSE,
MAR BIOL,MARINE BIOLOGY,0025-3162,1432-1793,16177,2025,0.655,TRUE,FALSE,FALSE,
JPN J CLIN ONCOL,JAPANESE JOURNAL OF CLINICAL ONCOLOGY,0368-2811,1465-3621,16177,2025,0.655,TRUE,FALSE,FALSE,
J EARLY INTERVENTION,JOURNAL OF EARLY INTERVENTION,1053-8151,2154-3992,16177,2025,0.655,FALSE,TRUE,FALSE,
J COMPUT BIOL,JOURNAL OF COMPUTATIONAL BIOLOGY,1066-5277,1557-8666,16177,2025,0.655,TRUE,FALSE,FALSE,
ILAR J,ILAR JOURNAL,1084-2020,1930-6180,16177,2025,0.655,TRUE,FALSE,FALSE,
VOX SANG,VOX SANGUINIS,0042-9007,1423-0410,16152,2025,0.654,TRUE,FALSE,FALSE,
PEDIATR RADIOL,PEDIATRIC RADIOLOGY,0301-0449,1432-1998,16152,2025,0.654,TRUE,FALSE,FALSE,
WATER RESOUR MANAG,WATER RESOURCES MANAGEMENT,0920-4741,1573-1650,16152,2025,0.654,TRUE,FALSE,FALSE,
J COMPUT AID MOL DES,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,0920-654X,1573-4951,16152,2025,0.654,TRUE,FALSE,FALSE,
ADV POWDER TECHNOL,ADVANCED POWDER TECHNOLOGY,0921-8831,1568-5527,16152,2025,0.654,TRUE,FALSE,FALSE,
CHILD NEUROPSYCHOL,CHILD NEUROPSYCHOLOGY,0929-7049,1744-4136,16152,2025,0.654,TRUE,FALSE,FALSE,
ENVIRON DEV SUSTAIN,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,1387-585X,1573-2975,16152,2025,0.654,TRUE,FALSE,FALSE,
APPL VEG SCI,APPLIED VEGETATION SCIENCE,1402-2001,1654-109X,16152,2025,0.654,TRUE,FALSE,FALSE,
LANG INTERCULT COMM,Language and Intercultural Communication,1470-8477,1747-759X,16152,2025,0.654,FALSE,TRUE,TRUE,
J MECH BEHAV BIOMED,Journal of the Mechanical Behavior of Biomedical Materials,1751-6161,1878-0180,16152,2025,0.654,TRUE,FALSE,FALSE,
JPN J RADIOL,Japanese Journal of Radiology,1867-1071,1867-108X,16152,2025,0.654,TRUE,FALSE,FALSE,
COMPUT ASSIST SURG,Computer Assisted Surgery,,2469-9322,16152,2025,0.654,TRUE,FALSE,FALSE,
ISL STUD J,Island Studies Journal,,1715-2593,16152,2025,0.654,FALSE,TRUE,FALSE,
MOL IMAGING,Molecular Imaging,,1536-0121,16152,2025,0.654,TRUE,FALSE,FALSE,
CR GEOSCI,COMPTES RENDUS GEOSCIENCE,1631-0713,1778-7025,16128,2025,0.653,TRUE,FALSE,FALSE,
FRONT INFORM TECH EL,Frontiers of Information Technology & Electronic Engineering,2095-9184,2095-9230,16128,2025,0.653,TRUE,FALSE,FALSE,
J DEV LIFE-COURSE CR,Journal of Developmental and Life-Course Criminology,2199-4641,2199-465X,16128,2025,0.653,FALSE,TRUE,FALSE,
J HIST BIOL,JOURNAL OF THE HISTORY OF BIOLOGY,0022-5010,1573-0387,16128,2025,0.653,TRUE,TRUE,TRUE,
ECON IND DEMOCRACY,ECONOMIC AND INDUSTRIAL DEMOCRACY,0143-831X,1461-7099,16128,2025,0.653,FALSE,TRUE,FALSE,
J NEUROGENET,JOURNAL OF NEUROGENETICS,0167-7063,1563-5260,16128,2025,0.653,TRUE,FALSE,FALSE,
CHEMOMETR INTELL LAB,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0169-7439,1873-3239,16128,2025,0.653,TRUE,FALSE,FALSE,
BIOTECHNOL GENET ENG,Biotechnology and Genetic Engineering Reviews,0264-8725,2046-5556,16128,2025,0.653,TRUE,FALSE,FALSE,
PLASMA SOURCES SCI T,PLASMA SOURCES SCIENCE & TECHNOLOGY,0963-0252,1361-6595,16128,2025,0.653,TRUE,FALSE,FALSE,
J EXP ANAL BEHAV,JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,0022-5002,1938-3711,16103,2025,0.652,TRUE,TRUE,FALSE,
ANATOL STUD,Anatolian Studies,0066-1546,2048-0849,16103,2025,0.652,FALSE,FALSE,TRUE,
ACTA APPL MATH,ACTA APPLICANDAE MATHEMATICAE,0167-8019,1572-9036,16103,2025,0.652,TRUE,FALSE,FALSE,
OPTIMIZATION,OPTIMIZATION,0233-1934,1029-4945,16103,2025,0.652,TRUE,FALSE,FALSE,
COMMUNITY DENT ORAL,COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY,0301-5661,1600-0528,16103,2025,0.652,TRUE,FALSE,FALSE,
KNEE,KNEE,0968-0160,1873-5800,16103,2025,0.652,TRUE,FALSE,FALSE,
ELECTRON J COMB,ELECTRONIC JOURNAL OF COMBINATORICS,1077-8926,1077-8926,16103,2025,0.652,TRUE,FALSE,FALSE,
ASIAN J SOC PSYCHOL,ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,1367-2223,1467-839X,16103,2025,0.652,FALSE,TRUE,FALSE,
EUR LAW J,European Law Journal,1351-5993,1468-0386,16078,2025,0.651,FALSE,TRUE,FALSE,
INT J EARTH SCI,INTERNATIONAL JOURNAL OF EARTH SCIENCES,1437-3254,1437-3262,16078,2025,0.651,TRUE,FALSE,FALSE,
J EXP ZOOL PART B,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,1552-5007,1552-5015,16078,2025,0.651,TRUE,FALSE,FALSE,
SIMUL MODEL PRACT TH,SIMULATION MODELLING PRACTICE AND THEORY,1569-190X,1878-1462,16078,2025,0.651,TRUE,FALSE,FALSE,
B MATH SCI,Bulletin of Mathematical Sciences,1664-3607,1664-3615,16078,2025,0.651,TRUE,FALSE,FALSE,
TISSUE ENG REGEN MED,Tissue Engineering and Regenerative Medicine,1738-2696,2212-5469,16078,2025,0.651,TRUE,FALSE,FALSE,
ALGORITHM MOL BIOL,Algorithms for Molecular Biology,,1748-7188,16078,2025,0.651,TRUE,FALSE,FALSE,
AM PHILOS QUART,AMERICAN PHILOSOPHICAL QUARTERLY,0003-0481,2152-1123,16078,2025,0.651,FALSE,FALSE,TRUE,
HUM CELL,Human Cell,0914-7470,1749-0774,16078,2025,0.651,TRUE,FALSE,FALSE,
J ELECTROMYOGR KINES,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,1050-6411,1873-5711,16078,2025,0.651,TRUE,FALSE,FALSE,
CARDIOL REV,Cardiology in Review,1061-5377,1538-4683,16078,2025,0.651,TRUE,FALSE,FALSE,
NEUROSCI LETT,NEUROSCIENCE LETTERS,0304-3940,1872-7972,16054,2025,0.65,TRUE,FALSE,FALSE,
ENVIRON MOL MUTAGEN,ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,0893-6692,1098-2280,16054,2025,0.65,TRUE,FALSE,FALSE,
CONSTRAINTS,CONSTRAINTS,1383-7133,1572-9354,16054,2025,0.65,TRUE,FALSE,FALSE,
HEALTH INFORM J,Health Informatics Journal,1460-4582,1741-2811,16054,2025,0.65,TRUE,FALSE,FALSE,
EXPERT REV PHARM OUT,Expert Review of Pharmacoeconomics & Outcomes Research,1473-7167,1744-8379,16054,2025,0.65,TRUE,TRUE,FALSE,
J ECON POLICY REFORM,Journal of Economic Policy Reform,1748-7870,1748-7889,16054,2025,0.65,FALSE,TRUE,FALSE,
BIOPSYCHOSOC MED,BioPsychoSocial Medicine,1751-0759,1751-0759,16054,2025,0.65,FALSE,TRUE,FALSE,
AMB EXPRESS,AMB Express,2191-0855,2191-0855,16054,2025,0.65,TRUE,FALSE,FALSE,
OPER NEUROSURG,Operative Neurosurgery,2332-4252,2332-4260,16054,2025,0.65,TRUE,FALSE,FALSE,
ARCT SCI,Arctic Science,,2368-7460,16054,2025,0.65,TRUE,FALSE,FALSE,
MACROMOL MATER ENG,MACROMOLECULAR MATERIALS AND ENGINEERING,1438-7492,1439-2054,16029,2025,0.649,TRUE,FALSE,FALSE,
BMC MED IMAGING,BMC MEDICAL IMAGING,1471-2342,1471-2342,16029,2025,0.649,TRUE,FALSE,FALSE,
LEARN BEHAV,LEARNING & BEHAVIOR,1543-4494,1543-4508,16029,2025,0.649,TRUE,TRUE,FALSE,
SOC INFLUENCE,Social Influence,1553-4510,1553-4529,16029,2025,0.649,FALSE,TRUE,FALSE,
PERVASIVE MOB COMPUT,Pervasive and Mobile Computing,1574-1192,1873-1589,16029,2025,0.649,TRUE,FALSE,FALSE,
ENG LIFE SCI,ENGINEERING IN LIFE SCIENCES,1618-0240,1618-2863,16029,2025,0.649,TRUE,FALSE,FALSE,
BIOL OPEN,Biology Open,2046-6390,2046-6390,16029,2025,0.649,TRUE,FALSE,FALSE,
J GASTRIC CANCER,Journal of Gastric Cancer,2093-582X,2093-5641,16029,2025,0.649,TRUE,FALSE,FALSE,
RISK MANAG HEALTHC P,Risk Management and Healthcare Policy,,1179-1594,16029,2025,0.649,TRUE,TRUE,FALSE,
ACTA MECH SINICA-PRC,ACTA MECHANICA SINICA,0567-7718,1614-3116,16029,2025,0.649,TRUE,FALSE,FALSE,
METAB BRAIN DIS,METABOLIC BRAIN DISEASE,0885-7490,1573-7365,16029,2025,0.649,TRUE,FALSE,FALSE,
IND ENG CHEM RES,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,0888-5885,1520-5045,16029,2025,0.649,TRUE,FALSE,FALSE,
AIDS RES HUM RETROV,AIDS RESEARCH AND HUMAN RETROVIRUSES,0889-2229,1931-8405,16029,2025,0.649,TRUE,FALSE,FALSE,
EUR J CRIM POLICY RE,European Journal on Criminal Policy and Research,0928-1371,1572-9869,16029,2025,0.649,FALSE,TRUE,FALSE,
INT J PAEDIATR DENT,International Journal of Paediatric Dentistry,0960-7439,1365-263X,16029,2025,0.649,TRUE,FALSE,FALSE,
J RISK INSUR,JOURNAL OF RISK AND INSURANCE,0022-4367,1539-6975,16004,2025,0.648,FALSE,TRUE,FALSE,
ADV APPL MATH,ADVANCES IN APPLIED MATHEMATICS,0196-8858,1090-2074,16004,2025,0.648,TRUE,FALSE,FALSE,
J MEDIEVAL HIST,JOURNAL OF MEDIEVAL HISTORY,0304-4181,1873-1279,16004,2025,0.648,FALSE,FALSE,TRUE,
LIBR INFORM SCI RES,LIBRARY & INFORMATION SCIENCE RESEARCH,0740-8188,1873-1848,16004,2025,0.648,FALSE,TRUE,FALSE,
COLLOID SURFACE A,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,0927-7757,1873-4359,16004,2025,0.648,TRUE,FALSE,FALSE,
POLIC SOC,Policing & Society,1043-9463,1477-2728,16004,2025,0.648,FALSE,TRUE,FALSE,
J GENE MED,JOURNAL OF GENE MEDICINE,1099-498X,1521-2254,16004,2025,0.648,TRUE,FALSE,FALSE,
J SPORT ECON,Journal of Sports Economics,1527-0025,1552-7794,16004,2025,0.648,FALSE,TRUE,FALSE,
AM INDIAN ALASKA NAT,AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,1533-7731,1533-7731,16004,2025,0.648,FALSE,TRUE,FALSE,
STAT ANAL DATA MIN,Statistical Analysis and Data Mining,1932-1864,1932-1872,16004,2025,0.648,TRUE,FALSE,FALSE,
ALEA-LAT AM J PROBAB,ALEA-Latin American Journal of Probability and Mathematical Statistics,1980-0436,N/A,16004,2025,0.648,TRUE,FALSE,FALSE,
CLIM CHANG ECON,Climate Change Economics,2010-0078,2010-0086,16004,2025,0.648,FALSE,TRUE,FALSE,
CLIN SPINE SURG,Clinical Spine Surgery,2380-0186,2380-0186,16004,2025,0.648,TRUE,FALSE,FALSE,
ORG DIVERS EVOL,ORGANISMS DIVERSITY & EVOLUTION,1439-6092,1618-1077,15980,2025,0.647,TRUE,FALSE,FALSE,
NETH HEART J,Netherlands Heart Journal,1568-5888,1876-6250,15980,2025,0.647,TRUE,FALSE,FALSE,
INNATE IMMUN-LONDON,Innate Immunity,1753-4259,1753-4267,15980,2025,0.647,TRUE,FALSE,FALSE,
EUR J MED GENET,European Journal of Medical Genetics,1769-7212,1878-0849,15980,2025,0.647,TRUE,FALSE,FALSE,
INLAND WATERS,Inland Waters,2044-2041,2044-205X,15980,2025,0.647,TRUE,FALSE,FALSE,
CARDIOVASC ULTRASOUN,Cardiovascular Ultrasound,,1476-7120,15980,2025,0.647,TRUE,FALSE,FALSE,
DIAGN PATHOL,Diagnostic Pathology,,1746-1596,15980,2025,0.647,TRUE,FALSE,FALSE,
BELLETEN,Belleten,0041-4255,0041-4255,23969,2025,0.647,FALSE,FALSE,TRUE,TR
COMPUT GRAPH-UK,COMPUTERS & GRAPHICS-UK,0097-8493,1873-7684,15980,2025,0.647,TRUE,FALSE,FALSE,
COMMON MKT LAW REV,COMMON MARKET LAW REVIEW,0165-0750,1875-8320,15980,2025,0.647,FALSE,TRUE,FALSE,
OR SPECTRUM,OR SPECTRUM,0171-6468,1436-6304,15980,2025,0.647,TRUE,FALSE,FALSE,
SOIL USE MANAGE,SOIL USE AND MANAGEMENT,0266-0032,1475-2743,15980,2025,0.647,TRUE,FALSE,FALSE,
EMPIR ECON,Empirical Economics,0377-7332,1435-8921,15980,2025,0.647,FALSE,TRUE,FALSE,
J PLANT GROWTH REGUL,JOURNAL OF PLANT GROWTH REGULATION,0721-7595,1435-8107,15980,2025,0.647,TRUE,FALSE,FALSE,
URBAN POLICY RES,Urban Policy and Research,0811-1146,1476-7244,15980,2025,0.647,FALSE,TRUE,FALSE,
BIOMED ENVIRON SCI,BIOMEDICAL AND ENVIRONMENTAL SCIENCES,0895-3988,2214-0190,15980,2025,0.647,TRUE,FALSE,FALSE,
J BIOL INORG CHEM,JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,0949-8257,1432-1327,15980,2025,0.647,TRUE,FALSE,FALSE,
LANG LIT,Language and Literature,0963-9470,1461-7293,15980,2025,0.647,FALSE,TRUE,TRUE,
SOC WORK RES,SOCIAL WORK RESEARCH,1070-5309,1545-6838,15980,2025,0.647,FALSE,TRUE,FALSE,
ALDRICHIM ACTA,ALDRICHIMICA ACTA,0002-5100,N/A,15955,2025,0.646,TRUE,FALSE,FALSE,
INDIAN J PEDIATR,INDIAN JOURNAL OF PEDIATRICS,0019-5456,0973-7693,15955,2025,0.646,TRUE,FALSE,FALSE,
J BIOENERG BIOMEMBR,JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,0145-479X,1573-6881,15955,2025,0.646,TRUE,FALSE,FALSE,
J OPER RES SOC,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,0160-5682,1476-9360,15955,2025,0.646,TRUE,TRUE,FALSE,
J HYPERBOL DIFFER EQ,Journal of Hyperbolic Differential Equations,0219-8916,1793-6993,15955,2025,0.646,TRUE,FALSE,FALSE,
J OCCUP HEALTH,JOURNAL OF OCCUPATIONAL HEALTH,1341-9145,1348-9585,15955,2025,0.646,TRUE,FALSE,FALSE,
INT J SCI MATH EDUC,International Journal of Science and Mathematics Education,1571-0068,1573-1774,15955,2025,0.646,FALSE,TRUE,FALSE,
EUR J TRAUMA EMERG S,European Journal of Trauma and Emergency Surgery,1863-9933,1863-9941,15955,2025,0.646,TRUE,FALSE,FALSE,
PEERJ COMPUT SCI,PeerJ Computer Science,,2376-5992,15955,2025,0.646,TRUE,FALSE,FALSE,
J CLOUD COMPUT-ADV S,Journal of Cloud Computing-Advances Systems and Applications,,2192-113X,15955,2025,0.646,TRUE,FALSE,FALSE,
SWISS MED WKLY,SWISS MEDICAL WEEKLY,1424-7860,1424-3997,15930,2025,0.645,TRUE,FALSE,FALSE,
CURR ALZHEIMER RES,Current Alzheimer Research,1567-2050,1875-5828,15930,2025,0.645,TRUE,FALSE,FALSE,
J PHARMACOKINET PHAR,JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,1567-567X,1573-8744,15930,2025,0.645,TRUE,FALSE,FALSE,
WORLD J GASTRO ONCOL,World Journal of Gastrointestinal Oncology,1948-5204,1948-5204,15930,2025,0.645,TRUE,FALSE,FALSE,
ABDOM RADIOL,Abdominal Radiology,2366-004X,2366-0058,15930,2025,0.645,TRUE,FALSE,FALSE,
J LINGUIST,JOURNAL OF LINGUISTICS,0022-2267,1469-7742,15930,2025,0.645,FALSE,TRUE,TRUE,
